Series Name,Series Code,Country Name,Country Code,2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Least developed countries: UN classification,LDC,2.68376430305715,3.67436691389086,4.47817465594949,4.55790080139364,5.006065947411,-0.0670758300886405,2.77217553498012,4.63041795567753,3.71887838954082
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Low & middle income,LMY,4.73674282188234,4.76143528665671,5.33999436113508,4.99018331620758,4.08539765236242,-1.18968667762738,7.4245459256278,3.8490251921765,4.51907320890876
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Low income,LIC,-0.569703594123581,2.02314722788807,3.0386972177858,3.41613589314854,4.23360610408281,0.344386863215163,2.06974668577087,3.73694196526743,3.00565474237618
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Lower middle income,LMC,5.93364859554003,5.69252436082309,5.45719053900642,5.43893672180083,4.05632316283419,-3.58530943059182,6.6513506094125,5.82230668120529,5.29164725590208
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Middle East & North Africa,MEA,2.69041730604347,4.35975377623123,1.95724359651095,2.26225934406503,1.37834963889598,-4.0232993723727,5.57289085590358,5.74836266642129,1.78003975349195
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Middle East & North Africa (excluding high income),MNA,0.722279033046206,5.40129282968478,3.12195637092995,1.81779376379079,1.11267383038005,-4.40283790910399,6.2212576875649,4.41129157016933,2.72709435668992
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Middle East & North Africa (IDA & IBRD),TMN,0.694157744765775,5.36784154459941,3.13894693829036,1.82359039045528,1.11023485004564,-4.33520481787218,6.21408909503336,4.41432161507478,2.80281277221705
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Middle income,MIC,4.82622585789552,4.80523435213244,5.3758266172181,5.01414838235704,4.08317549770597,-1.21272096176956,7.5062161584262,3.85059248991735,4.53956499396988
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,North America,NAC,2.76110455782432,1.75741359164776,2.50284496236797,2.94789314183848,2.42273337667585,-2.43435524574377,5.76128554552649,2.07867367857624,2.42961669734257
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,OECD members,OED,2.50207436198141,1.85135632605747,2.58610547344895,2.34382863954505,1.7994373215387,-3.95334855901352,5.71465206139672,2.77835122172057,1.66653538565984
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Other small states,OSS,3.36494787653683,3.8912084246695,4.76330819546558,3.97088218742294,4.06419882121789,-5.71729190315421,6.58600635011335,4.54016837834456,2.47994745829881
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Pacific island small states,PSS,3.77915708122441,3.78060733595218,4.0055017910708,2.76318012867718,1.21450022836216,-10.253068536481,-2.86796554332169,9.30839715412249,5.75845167953774
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Post-demographic dividend,PST,2.2243851593875,1.79792653657221,2.46508650194241,2.25056575504183,1.76860550874882,-4.12374881367235,5.4462382045962,2.41323295588987,1.68932084550499
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Pre-demographic dividend,PRE,3.27668118730698,2.39832550615498,1.6152836623985,2.58736314113948,3.30796457026474,-2.5612561140204,3.15426000013312,4.1405972463585,2.36676205045751
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Small states,SST,2.90217784638642,3.28151427764374,4.24285823264236,3.73297279210021,3.42548851149165,-6.48876819930216,6.78651457690746,7.685584096989,4.53062456779698
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,South Asia,SAS,7.25156162420913,7.77623550746786,6.50264099306672,6.33469355433985,3.92432284048063,-4.58269312944782,8.76382055037797,6.31221169170688,6.35285494018545
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,South Asia (IDA & IBRD),TSA,7.25156162420913,7.77623550746786,6.50264099306672,6.33469355433985,3.92432284048063,-4.58269312944782,8.76382055037797,6.31221169170688,6.35285494018545
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Sub-Saharan Africa,SSF,2.92037388274858,1.24203717635056,2.4842832882705,2.75496705784248,2.65974505028328,-1.96689482692713,4.26493689249247,3.66056242275046,2.95509553212815
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Sub-Saharan Africa (excluding high income),SSA,2.91550805166534,1.23269348476941,2.48003006546065,2.75279768600285,2.65684995243201,-1.95670713533904,4.26842091333799,3.65032149552491,2.95488811486773
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Sub-Saharan Africa (IDA & IBRD),TSS,2.92037388274858,1.24203717635056,2.4842832882705,2.75496705784242,2.65974505028328,-1.9668948269271,4.26493689249247,3.66056242275046,2.95509553212815
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Upper middle income,UMC,4.54601307323637,4.57774212825505,5.35474335314659,4.90396891584386,4.09017583927643,-0.594393798185607,7.72230187446708,3.35715409317852,4.34624927549552
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,World,WLD,3.12613558771196,2.82055728507054,3.46023911788988,3.28661298847909,2.64221643519326,-2.93204334405938,6.25985128447172,3.08960746444744,2.71933336640949
GDP per capita (Current US$),NY.GDP.PCAP.CD,Africa Eastern and Southern,AFE,1498.80508358802,1346.30128120779,1485.7535786147,1558.61207925907,1508.48688648948,1356.08887141531,1545.95669660381,1642.43203899493,1672.5059574692
GDP per capita (Current US$),NY.GDP.PCAP.CD,Africa Western and Central,AFW,1882.51880807768,1648.92026894717,1590.5557849502,1735.44583276662,1813.60914568405,1688.47087082362,1769.17185266776,1788.8753472127,1584.33328485465
GDP per capita (Current US$),NY.GDP.PCAP.CD,Arab World,ARB,6258.60722652973,6022.88281755523,6068.60300810317,6624.83465856668,6565.98083975861,5735.50986687093,6503.79337634305,7776.62937958481,7377.39893629449
GDP per capita (Current US$),NY.GDP.PCAP.CD,Caribbean small states,CSS,11629.1207744449,11175.5737188632,11576.2769685123,11845.703369406,12173.610811624,10101.7904602533,11732.8975463126,15296.212982156,16810.93501732
GDP per capita (Current US$),NY.GDP.PCAP.CD,Central Europe and the Baltics,CEB,12528.0826430876,12785.3859233633,14225.8773247545,16081.9110638536,16355.8581493383,16302.7546246465,18816.1336904293,19414.7416594388,22494.4806637564
GDP per capita (Current US$),NY.GDP.PCAP.CD,Early-demographic dividend,EAR,3234.22594362502,3284.23162293425,3504.86445468793,3499.78425455711,3528.99645119156,3254.22794317044,3743.85887403193,4099.07591276369,4258.91763675723
GDP per capita (Current US$),NY.GDP.PCAP.CD,East Asia & Pacific,EAS,9586.05662481986,9856.66562356527,10454.5358035249,11312.9085413924,11484.3410118407,11487.8328132182,13141.5286612157,12909.9187395962,12927.6838082962
GDP per capita (Current US$),NY.GDP.PCAP.CD,East Asia & Pacific (excluding high income),EAP,6499.96372015715,6592.51791291846,7151.27470673284,7944.75974327118,8171.96552369406,8262.92725428299,9813.48481652444,9916.80434352001,9912.69685076252
GDP per capita (Current US$),NY.GDP.PCAP.CD,East Asia & Pacific (IDA & IBRD),TEA,6572.88955264077,6666.30238489789,7231.05858273787,8033.20664789751,8262.81763368418,8354.73673784021,9922.57074410658,10027.1765277205,10023.2019952136
GDP per capita (Current US$),NY.GDP.PCAP.CD,Euro area,EMU,34118.3659418664,34889.6717204536,36878.9370566652,39754.4354659311,38904.6070562194,37915.3833633908,42527.524210531,40835.654761862,44368.5755448892
GDP per capita (Current US$),NY.GDP.PCAP.CD,Europe & Central Asia,ECS,22579.1836978638,22398.149896359,23670.8127114864,25255.0647194697,24867.4720139645,23994.9286739351,27409.9227679737,27567.4143997687,29483.4414501406
GDP per capita (Current US$),NY.GDP.PCAP.CD,Europe & Central Asia (excluding high income),ECA,6312.15034167041,6006.36708907309,6111.39433717826,5957.82642405214,6022.63238606854,5738.25499247106,6620.20379563516,7302.23861126112,8479.05683108165
GDP per capita (Current US$),NY.GDP.PCAP.CD,Europe & Central Asia (IDA & IBRD),TEC,8014.50415079485,7662.53290925723,8554.01109678491,8883.5015112008,9022.69589831855,8437.72850580865,9985.47709265927,11413.9150111898,11952.6880645648
GDP per capita (Current US$),NY.GDP.PCAP.CD,European Union,EUU,30487.6523692732,31174.7535083936,33091.3890251906,35752.5873421988,35080.9147971764,34357.1199881912,38720.8751728955,37466.6963511535,40823.8762634762
GDP per capita (Current US$),NY.GDP.PCAP.CD,Fragile and conflict affected situations,FCS,1845.31230428842,1663.08517085287,1690.94404160881,1852.26631004128,1923.17068917178,1725.7217597946,1792.92066416628,1913.3742283108,1828.70835941923
GDP per capita (Current US$),NY.GDP.PCAP.CD,Heavily indebted poor countries (HIPC),HPC,917.721459685355,901.324893112879,940.767399878295,977.279226207199,985.590876409076,968.133367537043,1047.734015017,1110.1304329994,1245.01965554275
GDP per capita (Current US$),NY.GDP.PCAP.CD,High income,HIC,36482.9965260467,36993.533269398,38707.9315420479,40958.3706534705,41188.7704617624,40023.7382985043,44840.3585005322,46165.6150408536,48220.0331638568
GDP per capita (Current US$),NY.GDP.PCAP.CD,IBRD only,IBD,5541.33759395986,5528.04543069571,6048.21917294317,6378.53885411053,6465.81328082011,6185.51925977404,7301.908085568,7681.29525722277,7845.38536226529
GDP per capita (Current US$),NY.GDP.PCAP.CD,IDA & IBRD total,IBT,4484.4893837025,4456.76020150655,4837.06302141945,5088.01277247711,5144.37243935275,4907.28699204586,5731.30618464805,6006.27309700773,6094.02389348234
GDP per capita (Current US$),NY.GDP.PCAP.CD,IDA blend,IDB,1993.78936181267,1826.22694665161,1760.54249485162,1884.99739961197,1883.54621067899,1727.91170329901,1851.4710158931,1942.51277029827,1676.98958404833
GDP per capita (Current US$),NY.GDP.PCAP.CD,IDA only,IDX,1042.15535457657,1077.4759697027,1135.9391535687,1181.41399480963,1214.9263173816,1201.23401871581,1274.07782915018,1339.94195382428,1417.34865873319
GDP per capita (Current US$),NY.GDP.PCAP.CD,IDA total,IDA,1360.96217666755,1327.72429067074,1344.21682075242,1415.58155009747,1437.01918707643,1375.88014891477,1465.2729133797,1539.29371688164,1502.11784608836
GDP per capita (Current US$),NY.GDP.PCAP.CD,Late-demographic dividend,LTE,8212.74329215127,8180.74109097909,9020.04276617454,9837.55232050728,9976.98358578555,9719.11873198067,11567.2202575024,12068.2132845942,12180.2442197888
GDP per capita (Current US$),NY.GDP.PCAP.CD,Latin America & Caribbean,LCN,8719.62575346093,8417.3721092089,9256.11626423804,8978.11590246576,8771.14453844381,7386.13505696924,8516.30960050376,9618.70743198645,10681.7330935615
GDP per capita (Current US$),NY.GDP.PCAP.CD,Latin America & Caribbean (excluding high income),LAC,8297.30225777455,7968.02217920097,8788.65434317749,8446.45505331899,8245.29566055528,6882.22060784085,7916.81292030137,9033.75537958903,10070.4433755923
GDP per capita (Current US$),NY.GDP.PCAP.CD,Latin America & Caribbean (IDA & IBRD),TLA,8577.804211342,8258.39951873525,9110.90175054244,8822.12438662919,8596.41766087618,7183.58454333269,8304.28022515683,9388.72096989775,10439.5260704558
GDP per capita (Current US$),NY.GDP.PCAP.CD,Least developed countries: UN classification,LDC,968.123889466947,961.052941601299,1026.5687075244,1066.18135482911,1098.40753887349,1082.9929209144,1152.85242267264,1267.00441526421,1307.65017453078
GDP per capita (Current US$),NY.GDP.PCAP.CD,Low & middle income,LMY,4214.45758022272,4202.3081380546,4528.2851864622,4754.57584654863,4810.52084108954,4608.95487620396,5370.44444121979,5582.45257367253,5676.38961014368
GDP per capita (Current US$),NY.GDP.PCAP.CD,Low income,LIC,714.771564692477,642.048021882497,654.651268016387,662.943016876892,686.357799279352,659.290978844395,680.657477755926,753.954266799717,894.622389496696
GDP per capita (Current US$),NY.GDP.PCAP.CD,Lower middle income,LMC,1856.92603274113,1906.05841740326,2018.06133276216,2089.07047033603,2162.54888541798,2065.92318543948,2311.12106091849,2430.52646293958,2413.66026325337
GDP per capita (Current US$),NY.GDP.PCAP.CD,Middle East & North Africa,MEA,7266.6592292899,7204.57374392984,7380.40569942152,7607.52262859622,7501.9689641949,6665.21717740336,7775.55195119201,9116.77278273094,8561.88648477206
GDP per capita (Current US$),NY.GDP.PCAP.CD,Middle East & North Africa (excluding high income),MNA,3862.5722046145,3887.0200728029,3821.91888653613,3568.19940862031,3536.33661519656,3215.95906834746,3672.55692035451,4147.97463172171,3821.57895660603
GDP per capita (Current US$),NY.GDP.PCAP.CD,Middle East & North Africa (IDA & IBRD),TMN,3869.3156107047,3891.14303171761,3824.23813565368,3568.26749674958,3534.92693633058,3215.7512499761,3672.48448675069,4152.18363676059,3827.11624026457
GDP per capita (Current US$),NY.GDP.PCAP.CD,Middle income,MIC,4590.10014047065,4589.78770455454,4956.25071427331,5213.90230128235,5281.78360259079,5068.53998098794,5925.7709749664,6165.89619410795,6266.77743233869
GDP per capita (Current US$),NY.GDP.PCAP.CD,North America,NAC,55701.8124434679,56617.8738074516,58796.4689001287,61512.706498042,63584.0377419401,62186.9899064628,69147.0491707873,74980.8332051402,78675.4809268757
GDP per capita (Current US$),NY.GDP.PCAP.CD,OECD members,OED,35733.3440313659,36197.2181448972,37576.6175060967,39507.1176312125,39685.5608569649,38592.7778890311,42930.7751337564,43681.7314639081,46280.5806131269
GDP per capita (Current US$),NY.GDP.PCAP.CD,Other small states,OSS,11597.2856104624,12007.5839403413,13168.3078074236,14244.5883875934,14212.9139759241,12862.5340808613,14917.5933984416,15844.3700627197,16459.966187197
GDP per capita (Current US$),NY.GDP.PCAP.CD,Pacific island small states,PSS,3735.49952275424,3878.32501790946,4142.26772455685,4298.99819904991,4230.5980928619,3703.05219632562,3648.41603801244,3909.14166460187,4194.68736938507
GDP per capita (Current US$),NY.GDP.PCAP.CD,Post-demographic dividend,PST,40717.0989510662,41461.9972670039,43088.4274179433,45491.2207882764,45822.0716593778,44745.8899129628,49781.6773081209,50759.6274098503,53464.0015221955
GDP per capita (Current US$),NY.GDP.PCAP.CD,Pre-demographic dividend,PRE,1524.75727930826,1320.44521076183,1340.65197800485,1452.93366963466,1490.50456175284,1330.58963017454,1420.14132754964,1579.54435449704,1466.18967475135
GDP per capita (Current US$),NY.GDP.PCAP.CD,Small states,SST,10568.2406997506,10806.5478125662,11730.8818238776,12560.1901388749,12581.2230617678,11219.28661025,12920.699840484,14176.6140571601,14884.7569105337
GDP per capita (Current US$),NY.GDP.PCAP.CD,South Asia,SAS,1539.5941449215,1675.52326892233,1887.87828259142,1920.13115754982,1965.09061363678,1855.54425205771,2145.14846632702,2254.56195751261,2308.71977654436
GDP per capita (Current US$),NY.GDP.PCAP.CD,South Asia (IDA & IBRD),TSA,1539.5941449215,1675.52326892233,1887.87828259142,1920.13115754982,1965.09061363678,1855.54425205771,2145.14846632702,2254.56195751261,2308.71977654436
GDP per capita (Current US$),NY.GDP.PCAP.CD,Sub-Saharan Africa,SSF,1654.27280706483,1468.9014601283,1528.22459360107,1630.26588268491,1632.082811636,1490.67810597184,1636.32385226633,1701.71726642046,1636.80874120826
GDP per capita (Current US$),NY.GDP.PCAP.CD,Sub-Saharan Africa (excluding high income),SSA,1653.00584689775,1467.52177135115,1526.78737212966,1628.7767721828,1630.55857440587,1489.60464113599,1635.20218922633,1700.18641364767,1635.24211286661
GDP per capita (Current US$),NY.GDP.PCAP.CD,Sub-Saharan Africa (IDA & IBRD),TSS,1654.27280706483,1468.9014601283,1528.22459360107,1630.26588268491,1632.082811636,1490.67810597184,1636.32385226633,1701.71726642046,1636.80874120826
GDP per capita (Current US$),NY.GDP.PCAP.CD,Upper middle income,UMC,7372.17996247398,7340.45765373801,7988.4308620841,8461.55538976532,8547.70630387593,8239.11108405914,9778.05333809637,10190.883998462,10461.7526167701
GDP per capita (Current US$),NY.GDP.PCAP.CD,World,WLD,10177.8905141454,10224.0659312632,10762.8045848545,11315.083985152,11358.4786578376,10941.6626777859,12362.4642088343,12730.1571671098,13138.3275456864
Expected years of schooling,SE.SCH.LIFE,Africa Eastern and Southern,AFE,9.41691970825195,9.46366024017334,..,..,..,..,..,..,..
Expected years of schooling,SE.SCH.LIFE,Africa Western and Central,AFW,8.89208030700684,8.69777965545654,8.70069026947021,8.70934963226318,..,..,..,..,..
Expected years of schooling,SE.SCH.LIFE,Arab World,ARB,10.9008302688599,10.952130317688,11.05784034729,11.1819696426392,11.2999496459961,11.3555498123169,11.4030303955078,..,..
Expected years of schooling,SE.SCH.LIFE,Caribbean small states,CSS,12.8020296096802,12.9395503997803,..,..,..,..,..,..,..
Expected years of schooling,SE.SCH.LIFE,Central Europe and the Baltics,CEB,15.7123699188232,15.5842199325562,15.5721101760864,15.479640007019,15.4132204055786,15.3944902420044,15.4706296920776,15.4632301330566,..
Expected years of schooling,SE.SCH.LIFE,Early-demographic dividend,EAR,11.7312498092651,11.9691095352173,11.9454002380371,11.7796802520752,11.858790397644,12.0393495559692,12.1569299697876,12.3485298156738,..
Expected years of schooling,SE.SCH.LIFE,East Asia & Pacific,EAS,13.5170202255249,13.5504503250122,13.6582002639771,13.7607898712158,13.936240196228,14.1365299224854,14.3766498565674,14.5601797103882,..
Expected years of schooling,SE.SCH.LIFE,East Asia & Pacific (excluding high income),EAP,13.2787799835205,13.3182497024536,13.4421300888062,13.5804100036621,13.7489500045776,13.9698600769043,14.2130098342896,14.416410446167,..
Expected years of schooling,SE.SCH.LIFE,East Asia & Pacific (IDA & IBRD),TEA,13.2916803359985,13.3301696777344,13.4548997879028,13.5937900543213,13.764949798584,13.9884700775146,14.2355499267578,14.4407997131348,..
Expected years of schooling,SE.SCH.LIFE,Euro area,EMU,16.7513408660889,16.7196006774902,16.8424797058105,16.9278106689453,16.9774894714355,17.0064792633057,17.1420097351074,17.1448402404785,..
Expected years of schooling,SE.SCH.LIFE,Europe & Central Asia,ECS,15.777850151062,15.8143901824951,15.8473501205444,15.9849100112915,16.0306797027588,16.0321502685547,16.163990020752,16.1806793212891,..
Expected years of schooling,SE.SCH.LIFE,Europe & Central Asia (excluding high income),ECA,14.8201198577881,14.9129104614258,14.9191904067993,15.2209501266479,15.3078098297119,15.3025598526001,15.3933401107788,15.4053897857666,..
Expected years of schooling,SE.SCH.LIFE,Europe & Central Asia (IDA & IBRD),TEC,14.9041299819946,14.9698801040649,14.9722299575806,15.240779876709,15.3152904510498,15.3093996047974,15.3985900878906,15.4091901779175,..
Expected years of schooling,SE.SCH.LIFE,European Union,EUU,16.6016101837158,16.5571899414062,16.6651401519775,16.7089004516602,16.7237892150879,16.7412204742432,16.87087059021,16.8660297393799,..
Expected years of schooling,SE.SCH.LIFE,Fragile and conflict affected situations,FCS,..,..,..,..,..,..,..,..,..
Expected years of schooling,SE.SCH.LIFE,Heavily indebted poor countries (HIPC),HPC,9.04092979431152,9.10249996185303,9.16862964630127,9.26723957061768,..,..,..,..,..
Expected years of schooling,SE.SCH.LIFE,High income,HIC,16.4869594573975,16.484130859375,16.5190391540527,16.4803791046143,16.5253505706787,16.5164699554443,16.5525493621826,16.5778102874756,..
Expected years of schooling,SE.SCH.LIFE,IBRD only,IBD,13.1387996673584,13.2984199523926,13.3037796020508,13.1885795593262,13.2577600479126,13.4933795928955,13.6933498382568,13.9425001144409,..
Expected years of schooling,SE.SCH.LIFE,IDA & IBRD total,IBT,11.6470098495483,11.748330116272,11.7520399093628,11.7350902557373,11.8017997741699,11.9697704315186,12.0582704544067,12.2045402526855,..
Expected years of schooling,SE.SCH.LIFE,IDA blend,IDB,8.48744964599609,8.42945957183838,8.39723968505859,8.50590991973877,8.711350440979,8.78660011291504,..,..,..
Expected years of schooling,SE.SCH.LIFE,IDA only,IDX,9.28501033782959,9.37975025177002,9.44151973724365,9.58798027038574,9.67331027984619,..,..,..,..
Expected years of schooling,SE.SCH.LIFE,IDA total,IDA,9.01340007781982,9.05547046661377,9.08493041992188,9.21897029876709,9.34636974334717,9.42965984344482,..,..,..
Expected years of schooling,SE.SCH.LIFE,Late-demographic dividend,LTE,13.8761796951294,13.9166898727417,13.9968700408936,14.1511697769165,14.3141403198242,14.5341396331787,14.7735204696655,14.9585800170898,..
Expected years of schooling,SE.SCH.LIFE,Latin America & Caribbean,LCN,14.4577903747559,14.5754804611206,14.6111402511597,14.6609897613525,14.6885099411011,14.6992597579956,14.7379302978516,14.7343301773071,..
Expected years of schooling,SE.SCH.LIFE,Latin America & Caribbean (excluding high income),LAC,14.4086799621582,14.5606498718262,14.615460395813,14.6528701782227,14.6639995574951,14.6659097671509,14.6716899871826,14.6544198989868,..
Expected years of schooling,SE.SCH.LIFE,Latin America & Caribbean (IDA & IBRD),TLA,14.4522695541382,14.5758304595947,14.6096296310425,14.6587295532227,14.6851301193237,14.6954898834229,14.7346696853638,14.7296199798584,..
Expected years of schooling,SE.SCH.LIFE,Least developed countries: UN classification,LDC,9.18957996368408,9.29436016082764,9.3502197265625,9.4986400604248,9.578049659729,..,..,..,..
Expected years of schooling,SE.SCH.LIFE,Low & middle income,LMY,11.6032104492188,11.7087802886963,11.7161197662354,11.6989698410034,11.7656202316284,11.9340400695801,12.0203104019165,12.1669702529907,..
Expected years of schooling,SE.SCH.LIFE,Low income,LIC,8.77989959716797,8.86639022827148,..,..,..,..,..,..,..
Expected years of schooling,SE.SCH.LIFE,Lower middle income,LMC,10.8602304458618,11.0308704376221,10.9815196990967,10.8044204711914,10.882080078125,11.0618200302124,11.2020502090454,11.4033699035645,..
Expected years of schooling,SE.SCH.LIFE,Middle East & North Africa,MEA,12.3584995269775,12.3620300292969,12.4448003768921,12.5549097061157,12.6700601577759,12.7600898742676,12.8473997116089,..,..
Expected years of schooling,SE.SCH.LIFE,Middle East & North Africa (excluding high income),MNA,12.1064596176147,12.1031398773193,12.1792097091675,12.2928495407104,12.4136600494385,12.5183296203613,12.6142997741699,..,..
Expected years of schooling,SE.SCH.LIFE,Middle East & North Africa (IDA & IBRD),TMN,12.0888900756836,12.0862598419189,12.1617498397827,12.2773199081421,12.400369644165,12.507269859314,12.6054401397705,..,..
Expected years of schooling,SE.SCH.LIFE,Middle income,MIC,12.0926504135132,12.2103204727173,12.2133598327637,12.1763896942139,12.2542600631714,12.4454202651978,12.571310043335,12.7562999725342,..
Expected years of schooling,SE.SCH.LIFE,North America,NAC,16.5375003814697,16.6067409515381,16.6112308502197,16.5782299041748,16.571159362793,16.5644607543945,16.3716106414795,16.4391803741455,..
Expected years of schooling,SE.SCH.LIFE,OECD members,OED,16.3678398132324,16.4713897705078,16.5418605804443,16.5371608734131,16.5838508605957,16.5728492736816,16.58251953125,16.6023292541504,..
Expected years of schooling,SE.SCH.LIFE,Other small states,OSS,11.5615100860596,11.5978498458862,11.7004203796387,..,..,..,..,..,..
Expected years of schooling,SE.SCH.LIFE,Pacific island small states,PSS,..,..,..,..,..,..,..,..,..
Expected years of schooling,SE.SCH.LIFE,Post-demographic dividend,PST,16.5987606048584,16.5934505462646,16.6175403594971,16.5546398162842,16.6070804595947,16.6050891876221,16.620059967041,16.6564903259277,..
Expected years of schooling,SE.SCH.LIFE,Pre-demographic dividend,PRE,9.01620006561279,8.94769954681396,8.99271965026855,..,..,..,..,..,..
Expected years of schooling,SE.SCH.LIFE,Small states,SST,11.8792896270752,11.9341602325439,11.9860095977783,..,..,..,..,..,..
Expected years of schooling,SE.SCH.LIFE,South Asia,SAS,10.9062404632568,11.2732696533203,11.1366100311279,10.7540702819824,10.7979202270508,11.0651798248291,11.2717304229736,11.6668300628662,..
Expected years of schooling,SE.SCH.LIFE,South Asia (IDA & IBRD),TSA,10.9062404632568,11.2732696533203,11.1366100311279,10.7540702819824,10.7979202270508,11.0651798248291,11.2717304229736,11.6668300628662,..
Expected years of schooling,SE.SCH.LIFE,Sub-Saharan Africa,SSF,9.19927978515625,9.14515972137451,9.1986198425293,..,..,..,..,..,..
Expected years of schooling,SE.SCH.LIFE,Sub-Saharan Africa (excluding high income),SSA,9.199049949646,9.1449499130249,9.19839954376221,..,..,..,..,..,..
Expected years of schooling,SE.SCH.LIFE,Sub-Saharan Africa (IDA & IBRD),TSS,9.19927978515625,9.14515972137451,9.1986198425293,..,..,..,..,..,..
Expected years of schooling,SE.SCH.LIFE,Upper middle income,UMC,14.0556001663208,14.1076498031616,14.1891298294067,14.3068599700928,14.4504098892212,14.6164598464966,14.8022804260254,14.9369497299194,..
Expected years of schooling,SE.SCH.LIFE,World,WLD,12.107780456543,12.2018003463745,12.2039604187012,12.1747703552246,12.2374000549316,12.3896999359131,12.4720401763916,12.6031198501587,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Africa Eastern and Southern,AFE,64.1911251346056,64.8677908228342,65.3040097015379,65.8281070906573,66.2197263000846,65.8364652190824,65.0784721607323,65.4906379129486,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Africa Western and Central,AFW,57.1643238923324,57.4486009951228,57.8422360012788,58.113247716781,58.5459790446893,58.3462397855696,58.0998277402241,58.717472285814,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Arab World,ARB,72.8902808501337,73.2283985397367,73.7323198474657,73.8423769640706,73.939309768062,73.1127112182209,72.9896942067504,73.3736804518296,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Caribbean small states,CSS,75.0590245217263,75.4175370081085,75.6575848373518,75.9749610277166,75.5181696258341,75.6856870019938,73.7573606992485,74.3051066501443,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Central Europe and the Baltics,CEB,80.3718095085265,80.8220874658193,80.6935222280862,80.7809918564187,81.0160796344424,79.9741258345385,78.6268589259323,80.5601890472016,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Early-demographic dividend,EAR,71.9313087083528,72.2801307071338,72.6046030695642,72.8789921083209,73.1268449838439,72.2882265841076,70.7449761741067,71.546203057214,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,East Asia & Pacific,EAS,78.7656937259016,78.988996791781,79.1970677914572,79.4833214215468,79.6592127603441,79.7001989352594,79.3284329259275,79.7140148726101,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,East Asia & Pacific (excluding high income),EAP,77.8819329651781,78.1232497163152,78.3404623444067,78.6532790000083,78.8233530835638,78.8433681071839,78.4455413079626,78.9512388518687,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,East Asia & Pacific (IDA & IBRD),TEA,77.9124395021896,78.1567633841824,78.3752143027379,78.6918114284671,78.8630869923456,78.8829596292157,78.4798116222467,78.986804740981,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Euro area,EMU,84.2407747296937,84.6478952272658,84.5235672125912,84.6451476851302,84.8964817806019,84.1604627755353,84.2980236330049,84.2746580616305,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Europe & Central Asia,ECS,80.6190535073082,80.9418139798926,81.0546048431435,81.1846832979456,81.4302749253401,80.2717041778933,79.8617806910097,81.0588801448828,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Europe & Central Asia (excluding high income),ECA,76.9931324855417,77.2027891379887,77.478614623269,77.6680073484264,77.8716063523131,76.3088783535185,76.074215133414,77.571300031632,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,Europe & Central Asia (IDA & IBRD),TEC,77.4032571942816,77.6875815223443,77.9971651274314,78.1602986540731,78.4124124098163,76.8455287162487,75.8923291438108,78.0389199552483,..
"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,European Union,EUU,83.4589830039733,83.8632892775631,83.7439316508713,83.8531292133199,84.1090622873377,83.3178735037228,83.191270694054,83.5633954164758,..
